  |  *id*  |  *Experimentid*  |  *description*  |  *Notes*  |  *T_Completeness*  |  *S_Completeness*  |  *Completeness*  |  *T_Correctness*  |  *S_Correctness*  |  *Correctness*  |  *Variation*  |  *Transport*  |  *Supply*  |  *ProjectSupply*  |  *type*  |  *status*  |  *gls*  |  *logging*  |  *finished*  |  *Experiment Started*  |  *Oplan*  |  *GLS*  |  *Final Planning Complete*  |  *Log Started*  |
  |  85  |  JTG-Robustness-FA-UC1-BEasyEasy-4-1of1 <span class="Folder">JTG-Robustness-FA-UC1-BEasyEasy-4-1of1_02-12-09_17</span>   |  Kill 7 mins after GLS on Mon Dec 09 17:05:35 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Valid Robustness BEasyEasy-4 run</bold> Planning complete received at 102.57 min.</span>  |  &nbsp;  |  &nbsp;  |  90.85280  |  &nbsp;  |  &nbsp;  |  99.42851  |  99.5558375634518  |  2388  |  &nbsp;  |  11362  |  base  |  100  |  132  |  132  |  132  |  2002-12-09_17:05:35  |  25:21  |  35:6  |  102:57  |  2002-12-09_23:53:11  |  
  |  86  |  JTG-Robustness-FA-UC1-BEasyEasy-2-1of1 <span class="Folder">JTG-Robustness-FA-UC1-BEasyEasy-2-1of1_02-12-09_20</span>   |  Kill before sending GetLogSupport on Mon Dec 09 20:31:00 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Valid Robustness BEasyEasy-2 run</bold> Planning complete received at 106.54 min.</span>  |  &nbsp;  |  &nbsp;  |  99.85722  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.5116339529442  |  2366  |  &nbsp;  |  9526  |  aborted  |  55  |  132  |  131  |  131  |  2002-12-09_20:31:00  |  24:17  |  39:53  |  106:54  |  2002-12-10_03:29:11  |  
  |  87  |  JTG-Robustness-FA-UC1-EEasyEasy-5-1of1 <span class="Folder">JTG-Robustness-FA-UC1-EEasyEasy-5-1of1_02-12-09_23</span>   |  Execution kill after second and third logistic pertubation on Mon Dec 09 23:29:08 East  |  <span id="Failed"> Typo in script, intended run was BEasyEasy-5, This experiment is already conceded. </span>  |  &nbsp;  |  &nbsp;  |  69.24346  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.5747230728517  |  2139  |  &nbsp;  |  12345  |  aborted  |  55  |  132  |  117  |  117  |  2002-12-09_23:29:08  |  23:27  |  28:4  |  342:20  |  2002-12-10_10:22:08  |  
  |  88  |  JTG-Robustness-FA-UC1-BEasyEasy-6-1of1 <span class="Folder">JTG-Robustness-FA-UC1-BEasyEasy-6-1of1_02-12-10_06</span>   |  Kill when Agent is busy on Tue Dec 10 06:28:03 Eastern Standard Time 2002  |  <span id="Failed"> Failed run. Did not kill any agents due to bug in script.</span>  |  &nbsp;  |  &nbsp;  |  98.44561  |  &nbsp;  |  &nbsp;  |  100.00000  |  99.551702541451  |  2387  |  &nbsp;  |  8521  |  aborted  |  55  |  132  |  132  |  129  |  2002-12-10_06:28:03  |  23:1  |  32:55  |  52:12  |  2002-12-10_12:21:42  |  
  |  89  |  JTG-Logistics-FA-UC1-B-2-1of6 <span class="Folder">JTG-Logistics-FA-UC1-B-2-1of6_02-12-10_08</span>   |  Level 2 and 6 Play - 0 percent CPU stress on Tue Dec 10 08:31:21 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Valid Logistics B-2 0% cpu-stress run</bold> Planning complete received at 50.14 min.</span>  |  &nbsp;  |  &nbsp;  |  100.00000  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.7798546209761  |  2388  |  &nbsp;  |  8680  |  base  |  100  |  132  |  132  |  132  |  2002-12-10_08:31:21  |  24:14  |  29:29  |  50:14  |  2002-12-10_14:27:41  |  
  |  90  |  JTG-Logistics-FA-UC1-B-2-2of6 <span class="Folder">JTG-Logistics-FA-UC1-B-2-2of6_02-12-10_10</span>   |  Level 2 and 6 Play - 20 percent CPU stress on Tue Dec 10 10:30:18 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Valid Logistics B-2 20% cpu-stress run</bold> Planning complete received at 60.11 min.</span>  |  &nbsp;  |  &nbsp;  |  99.97079  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.4516505988899  |  2388  |  &nbsp;  |  8677  |  stress  |  100  |  132  |  132  |  132  |  2002-12-10_10:30:18  |  25:39  |  31:3  |  60:11  |  2002-12-10_16:32:21  |  
  |  91  |  JTG-Robustness-FA-UC1-BEasyEasy-5-1of1 <span class="Folder">JTG-Robustness-FA-UC1-BEasyEasy-5-1of1_02-12-10_12</span>   |  Kill BASELINE/2 mins after GLS on Tue Dec 10 12:26:03 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Valid Robustness BEasyEasy-5 run</bold> Did not receive planning complete and timed out at 166.54min.</span>  |  &nbsp;  |  &nbsp;  |  99.68653  |  &nbsp;  |  &nbsp;  |  98.25387  |  97.778425467146  |  2388  |  &nbsp;  |  11080  |  base  |  100  |  132  |  132  |  132  |  2002-12-10_12:26:03  |  23:30  |  35:33  |  &nbsp;  |  2002-12-10_20:33:18  |  
  |  92  |  JTG-Logistics-FA-UC1-B-2-1of4 <span class="Folder">JTG-Logistics-FA-UC1-B-2-1of4_02-12-10_19</span>   |  Level 2 and 6 Play - 40 percent CPU stress on Tue Dec 10 19:34:41 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Valid Logistics B-2 40% cpu-stress run</bold> Planning complete received at 78.22 min.</span>  |  &nbsp;  |  &nbsp;  |  100.00000  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.3093198338526  |  2388  |  &nbsp;  |  8680  |  stress  |  100  |  132  |  132  |  132  |  2002-12-10_19:34:41  |  25:30  |  30:51  |  78:22  |  2002-12-11_01:54:33  |  
  |  93  |  JTG-Logistics-FA-UC1-B-2-2of4 <span class="Folder">JTG-Logistics-FA-UC1-B-2-2of4_02-12-10_21</span>   |  Level 2 and 6 Play - 50 percent CPU stress on Tue Dec 10 21:27:22 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Valid Logistics B-2 50% cpu-stress run</bold> Timed out at 178.11min.</span>  |  &nbsp;  |  &nbsp;  |  96.49533  |  &nbsp;  |  &nbsp;  |  99.98319  |  99.0852838310465  |  2388  |  &nbsp;  |  8320  |  stress  |  100  |  132  |  132  |  132  |  2002-12-10_21:27:22  |  0:24:10  |  0:28:11  |  &nbsp;  |  2002-12-11_05:26:56  |  
  |  94  |  JTG-Logistics-FA-UC1-B-2-3of4 <span class="Folder">JTG-Logistics-FA-UC1-B-2-3of4_02-12-11_01</span>   |  Level 2 and 6 Play - 60 percent CPU stress on Wed Dec 11 01:01:45 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Valid Logistics B-2 60% cpu-stress run</bold> Timed out at 180.36min.</span>  |  &nbsp;  |  &nbsp;  |  98.83178  |  &nbsp;  |  &nbsp;  |  100.00000  |  99.1725768321513  |  2388  |  &nbsp;  |  8560  |  stress  |  100  |  132  |  132  |  132  |  2002-12-11_01:01:45  |  0:25:26  |  0:30:36  |  &nbsp;  |  2002-12-11_09:07:06  |  
  |  95  |  JTG-Logistics-FA-UC1-B-2-4of4 <span class="Folder">JTG-Logistics-FA-UC1-B-2-4of4_02-12-11_04</span>   |  Level 2 and 6 Play - 70 percent CPU stress on Wed Dec 11 04:42:35 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Valid Logistics B-2 70% cpu-stress run</bold> Timed out at 177.21min.</span>  |  &nbsp;  |  &nbsp;  |  97.83229  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.3182964044049  |  2388  |  &nbsp;  |  8680  |  aborted  |  55  |  133  |  131  |  131  |  2002-12-11_04:42:35  |  0:22:46  |  0:27:21  |  &nbsp;  |  2002-12-11_12:42:12  |  
  |  96  |  JTG-Robustness-FA-UC1-BEasyEasy-6-1of1 <span class="Folder">JTG-Robustness-FA-UC1-BEasyEasy-6-1of1_02-12-11_09</span>   |  Kill when Agent is busy on Wed Dec 11 09:02:28 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Valid Robustness BEasyEasy-6 run</bold> Did not receive planning complete and timed out at 186.42min.</span>  |  &nbsp;  |  &nbsp;  |  98.27687  |  &nbsp;  |  &nbsp;  |  100.00000  |  99.6532937097573  |  2388  |  &nbsp;  |  9853  |  stress  |  100  |  150  |  132  |  132  |  2002-12-10_06:28:03  |  0:23:01  |  0:32:55  |  0:52:12  |  2002-12-11_17:10:49  |  
  |  97  |  JTG-Robustness-FA-UC1-EEasyEasy-1-1of1 <span class="Folder">JTG-Robustness-FA-UC1-EEasyEasy-1-1of1_02-12-11_12</span>   |  Execution kill after first Oplan update on Wed Dec 11 12:45:18 Eastern Standard Time 2  |  <span id="Failed"> Interrupted to try out UC3 runs. </span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  aborted  |  55  |  0  |  0  |  0  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  0  |  
  |  98  |  JTG-Robustness-FA-UC3-B-2-1of1 <span class="Folder">JTG-Robustness-FA-UC3-B-2-1of1_02-12-11_16</span>   |  Shape bandwidth to 56K on FORWARD on Wed Dec 11 16:13:21 Eastern Standard Time 2002  |  <span id="Failed"> Failed run. Incorrect configuration in TIC-Sites.conf.</span>  |  &nbsp;  |  &nbsp;  |  100.00000  |  &nbsp;  |  &nbsp;  |  100.00000  |  97.8971962616822  |  2388  |  &nbsp;  |  8680  |  stress  |  100  |  132  |  132  |  132  |  2002-12-11_16:13:21  |  25:15  |  32:54  |  86:30  |  2002-12-11_22:47:22  |  
  |  99  |  JTG-Robustness-FA-UC1-EEasyEasy-1-1of1 <span class="Folder">JTG-Robustness-FA-UC1-EEasyEasy-1-1of1_02-12-11_18</span>   |  Execution kill after first Oplan update on Wed Dec 11 18:48:24 Eastern Standard Time 2  |  <span id="Failed"> Did not kill any agent due to bug in script.</span>  |  &nbsp;  |  &nbsp;  |  99.98429  |  &nbsp;  |  &nbsp;  |  99.75912  |  99.518248939624  |  2388  |  3752  |  8638  |  base  |  100  |  132  |  132  |  132  |  2002-12-11_18:48:24  |  23:32  |  28:20  |  189:19  |  2002-12-12_02:59:04  |  
  |  100  |  JTG-Robustness-FA-UC1-EEasyEasy-2-1of1 <span class="Folder">JTG-Robustness-FA-UC1-EEasyEasy-2-1of1_02-12-11_22</span>   |  Execution kill after second Oplan update on Wed Dec 11 22:41:12 Eastern Standard Time  |  <span id="Failed"> Did not kill any agent due to bug in script.</span>  |  &nbsp;  |  &nbsp;  |  99.99215  |  &nbsp;  |  &nbsp;  |  99.81936  |  98.6098384689897  |  2388  |  3752  |  8639  |  base  |  100  |  132  |  132  |  132  |  2002-12-11_22:41:12  |  24:28  |  29:10  |  153:51  |  2002-12-12_06:17:52  |  
  |  101  |  JTG-Robustness-FA-UC1-EEasyEasy-3-1of1 <span class="Folder">JTG-Robustness-FA-UC1-EEasyEasy-3-1of1_02-12-12_02</span>   |  Execution kill after demand injection on Thu Dec 12 02:00:55 Eastern Standard Time 200  |  <span id="Failed"> Did not kill any agent due to bug in script.</span>  |  &nbsp;  |  &nbsp;  |  99.98429  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.8348955333298  |  2388  |  3752  |  8638  |  base  |  100  |  132  |  132  |  132  |  2002-12-12_02:00:55  |  25:53  |  29:32  |  196:57  |  2002-12-12_10:19:44  |  
  |  102  |  JTG-Robustness-FA-UC3-B-1-1of1 <span class="Folder">JTG-Robustness-FA-UC3-B-1-1of1_02-12-12_06</span>   |  Shape bandwidth to 56K on FORWARD on Thu Dec 12 06:04:58 Eastern Standard Time 2002  |  <span id="Failed"> Failed run. Incorrect configuration in TIC-Sites.conf.</span>  |  &nbsp;  |  &nbsp;  |  99.99026  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.2994190763639  |  2388  |  &nbsp;  |  8679  |  stress  |  100  |  132  |  132  |  132  |  2002-12-12_06:04:58  |  25:5  |  31:10  |  87:15  |  2002-12-12_12:42:08  |  
  |  103  |  JTG-Robustness-FA-UC3-C-2-1of1 <span class="Folder">JTG-Robustness-FA-UC3-C-2-1of1_02-12-12_08</span>   |  Shape bandwidth to 56K on FORWARD on Thu Dec 12 08:15:30 Eastern Standard Time 2002  |  <span id="Failed"> Failed run. Incorrect configuration in TIC-Sites.conf.</span>  |  &nbsp;  |  &nbsp;  |  100.00000  |  &nbsp;  |  &nbsp;  |  100.00000  |  97.4104361370717  |  2388  |  &nbsp;  |  8680  |  stress  |  100  |  132  |  132  |  132  |  2002-12-12_08:15:30  |  23:13  |  30:7  |  81:58  |  2002-12-12_14:44:28  |  
  |  104  |  JTG-Robustness-FA-UC3-C-1-1of1 <span class="Folder">JTG-Robustness-FA-UC3-C-1-1of1_02-12-12_10</span>   |  Shape bandwidth to 56K on FORWARD on Thu Dec 12 10:20:29 Eastern Standard Time 2002  |  <span id="Failed"> Failed run. Incorrect configuration in TIC-Sites.conf.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  base  |  100  |  132  |  132  |  132  |  2002-12-12_10:20:29  |  25:44  |  31:30  |  76:56  |  2002-12-12_16:44:35  |  
  |  105  |  JTG-Robustness-FA-UC3-A-2-1of1 <span class="Folder">JTG-Robustness-FA-UC3-A-2-1of1_02-12-12_12</span>   |  Shape bandwidth to 56K on FORWARD on Thu Dec 12 12:32:28 Eastern Standard Time 2002  |  <span id="Failed"> Failed run. Incorrect configuration in TIC-Sites.conf.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  base  |  100  |  132  |  132  |  132  |  2002-12-12_12:32:28  |  26:24  |  34:59  |  87:15  |  2002-12-12_19:06:28  |  
  |  106  |  JTG-Robustness-FA-UC3-B-1-1of1 <span class="Folder">JTG-Robustness-FA-UC3-B-1-1of1_02-12-12_15</span>   |  Baseline 56K from FORWARD on Thu Dec 12 15:41:11 Eastern Standard Time 2002  |  <span id="Failed"> Failed run. Incorrect configuration in TIC-Sites.conf.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  aborted  |  55  |  132  |  105  |  93  |  2002-12-12_15:41:11  |  23:44  |  32:45  |  85:48  |  2002-12-12_22:14:30  |  
  |  107  |  JTG-Robustness-FA-UC3-B-2-1of1 <span class="Folder">JTG-Robustness-FA-UC3-B-2-1of1_02-12-12_17</span>   |  Stress 56K from FORWARD on Thu Dec 12 17:54:49 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Successful Robustness UC3 B-2 run</bold></span>  |  &nbsp;  |  &nbsp;  |  100.00000  |  &nbsp;  |  &nbsp;  |  100.00000  |  99.3022425599585  |  2388  |  &nbsp;  |  8679  |  base  |  100  |  132  |  132  |  132  |  2002-12-12_17:54:49  |  23:13  |  29:13  |  66:44  |  2002-12-13_00:06:28  |  
  |  108  |  JTG-Robustness-FA-UC3-B-1-1of1 <span class="Folder">JTG-Robustness-FA-UC3-B-1-1of1_02-12-12_19</span>   |  Baseline 56K from FORWARD on Thu Dec 12 19:33:47 Eastern Standard Time 2002  |  <span id="Baseline"> <bold>Successful Robustness UC3 B-1 run</bold></span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  base  |  100  |  132  |  132  |  132  |  2002-12-12_19:33:47  |  21:47  |  28:2  |  85:34  |  2002-12-13_02:06:43  |  
  |  109  |  JTG-Robustness-FA-UC3-C-2-1of1 <span class="Folder">JTG-Robustness-FA-UC3-C-2-1of1_02-12-12_21</span>   |  Stress 56K from FORWARD REAR on Thu Dec 12 21:47:35 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Successful Robustness UC3 C-2 run</bold></span>  |  &nbsp;  |  &nbsp;  |  100.00000  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.8273404599935  |  2388  |  &nbsp;  |  8680  |  base  |  100  |  132  |  132  |  132  |  2002-12-12_21:47:35  |  21:31  |  27:52  |  57:57  |  2002-12-13_03:51:51  |  
  |  110  |  JTG-Robustness-FA-UC3-C-1-1of1 <span class="Folder">JTG-Robustness-FA-UC3-C-1-1of1_02-12-12_23</span>   |  Baseline 56K from FORWARD REAR on Thu Dec 12 23:19:48 Eastern Standard Time 2002  |  <span id="Baseline"> <bold>Successful Robustness UC3 C-1 run</bold></span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  base  |  100  |  132  |  132  |  132  |  2002-12-12_23:19:48  |  22:13  |  29:18  |  79:46  |  2002-12-13_05:47:20  |  
  |  111  |  JTG-Robustness-FA-UC3-A-2-1of1 <span class="Folder">JTG-Robustness-FA-UC3-A-2-1of1_02-12-13_01</span>   |  Stress 56K from FORWARD REAR NCA CONUS on Fri Dec 13 01:17:14 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Successful Robustness UC3 A-2 run</bold></span>  |  &nbsp;  |  &nbsp;  |  97.02624  |  &nbsp;  |  &nbsp;  |  99.86311  |  97.9801014957265  |  2388  |  &nbsp;  |  8680  |  base  |  100  |  132  |  132  |  132  |  2002-12-12_12:32:28  |  0:26:24  |  0:34:59  |  0:87:15  |  2002-12-13_09:26:37  |  
  |  112  |  JTG-Robustness-FA-UC3-A-1-1of1 <span class="Folder">JTG-Robustness-FA-UC3-A-1-1of1_02-12-13_04</span>   |  Baseline 56K from FORWARD REAR NCA CONUS on Fri Dec 13 04:54:44 Eastern Standard Time 2002  |  <span id="Baseline"> <bold>Successful Robustness UC3 A-1 run</bold></span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  base  |  100  |  132  |  132  |  132  |  2002-12-13_04:54:44  |  20:3  |  29:32  |  73:39  |  2002-12-13_11:15:31  |  
  |  113  |  JTG-Robustness-FA-UC1-EEasyEasy-1-1of1 <span class="Folder">JTG-Robustness-FA-UC1-EEasyEasy-1-1of1_02-12-13_06</span>   |  Execution kill after first Oplan update on Fri Dec 13 06:45:12 Eastern Standard Time 2  |  <span id="Successful"> <bold>Valid Robustness Execution EEasyEasy-1 run</bold></span>  |  &nbsp;  |  &nbsp;  |  99.99215  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.4606120899547  |  2388  |  5604  |  11417  |  base  |  100  |  131  |  132  |  132  |  2002-12-13_06:45:12  |  23:13  |  28:34  |  197:44  |  2002-12-13_15:04:24  |  
  |  114  |  JTG-Robustness-FA-UC1-EEasyEasy-2-1of1 <span class="Folder">JTG-Robustness-FA-UC1-EEasyEasy-2-1of1_02-12-13_10</span>   |  Execution kill after second Oplan update on Fri Dec 13 10:56:16 Eastern Standard Time  |  <span id="Successful"> <bold>Valid Robustness Execution EEasyEasy-2 run</bold> Timed out, only 7 agents logged in CnCcalc</span>  |  &nbsp;  |  &nbsp;  |  0.61518  |  &nbsp;  |  &nbsp;  |  100.00000  |  100  |  107  |  3  |  15  |  aborted  |  55  |  132  |  10  |  7  |  2002-12-13_10:56:16  |  21:26  |  26:13  |  345:9  |  2002-12-13_21:56:50  |  
  |  115  |  JTG-Robustness-FA-UC1-EEasyEasy-3-1of1 <span class="Folder">JTG-Robustness-FA-UC1-EEasyEasy-3-1of1_02-12-13_18</span>   |  Execution kill after demand injection on Fri Dec 13 18:30:25 Eastern Standard Time 200  |  <span id="Successful"> <bold>Valid Robustness Execution EEasyEasy-3 run</bold></span>  |  &nbsp;  |  &nbsp;  |  99.98429  |  &nbsp;  |  &nbsp;  |  99.99215  |  98.7956223490601  |  2388  |  3752  |  11209  |  base  |  100  |  132  |  132  |  132  |  2002-12-13_18:30:25  |  22:28  |  26:31  |  186:4  |  2002-12-14_02:38:08  |  
  |  116  |  JTG-Robustness-FA-UC1-E-1-1of1 <span class="Folder">JTG-Robustness-FA-UC1-E-1-1of1_02-12-13_22</span>   |  Execution kill after first Oplan update on Fri Dec 13 22:23:11 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Valid Robustness Execution E-1 run</bold> Timed out on each pertubation after kill.</span>  |  &nbsp;  |  &nbsp;  |  61.95550  |  &nbsp;  |  &nbsp;  |  100.00000  |  99.3746566949761  |  1683  |  &nbsp;  |  7069  |  base  |  100  |  152  |  132  |  132  |  2002-12-06_16:37:26  |  0:23:41  |  0:28:38  |  &nbsp;  |  2002-12-14_09:54:35  |  
  |  117  |  JTG-Robustness-FA-UC1-E-2-1of1 <span class="Folder">JTG-Robustness-FA-UC1-E-2-1of1_02-12-14_05</span>   |  Execution kill after second Oplan update on Sat Dec 14 05:35:29 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Valid Robustness Execution E-2 run</bold> Timed out on each pertubation after kill.</span>  |  &nbsp;  |  &nbsp;  |  74.18325  |  &nbsp;  |  &nbsp;  |  99.91531  |  96.8981579504552  |  2532  |  &nbsp;  |  11641  |  base  |  100  |  133  |  132  |  132  |  2002-12-14_05:35:29  |  22:43  |  26:37  |  420:19  |  2002-12-14_17:09:25  |  
  |  118  |  JTG-Robustness-FA-UC1-E-3-1of1 <span class="Folder">JTG-Robustness-FA-UC1-E-3-1of1_02-12-14_12</span>   |  Execution kill after demand injection on Sat Dec 14 12:51:49 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Valid Robustness Execution E-3 run</bold></span>  |  &nbsp;  |  &nbsp;  |  100.00000  |  &nbsp;  |  &nbsp;  |  99.95550  |  98.0261780104712  |  2388  |  3752  |  11349  |  base  |  100  |  132  |  132  |  132  |  2002-12-14_12:51:49  |  23:37  |  27:56  |  201:38  |  2002-12-14_21:15:03  |  
  |  119  |  JTG-Robustness-FA-UC1-B-4-1of1 <span class="Folder">JTG-Robustness-FA-UC1-B-4-1of1_02-12-14_17</span>   |  Kill 7 mins after GLS on Sat Dec 14 17:01:56 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Valid Robustness Planning B-4 run</bold> Timed out. 131 of 132 agents logged.</span>  |  &nbsp;  |  &nbsp;  |  96.11890  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.4638757596219  |  2199  |  &nbsp;  |  11002  |  stress  |  55  |  137  |  131  |  131  |  2002-12-03_16:03:48  |  0:21:13  |  0:25:43  |  &nbsp;  |  2002-12-15_01:17:58  |  
  |  120  |  JTG-Robustness-FA-UC1-B-6-1of1 <span class="Folder">JTG-Robustness-FA-UC1-B-6-1of1_02-12-14_21</span>   |  Kill when Agent is busy on Sat Dec 14 21:27:08 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Valid Robustness Planning B-6 run</bold> Timed out.</span>  |  &nbsp;  |  &nbsp;  |  86.13707  |  &nbsp;  |  &nbsp;  |  94.75588  |  93.8980670436486  |  2244  |  &nbsp;  |  13965  |  stress  |  100  |  168  |  132  |  132  |  2002-12-14_21:27:08  |  0:24:34  |  0:33:08  |  &nbsp;  |  2002-12-15_05:31:48  |  
  |  121  |  JTG-Robustness-FA-UC3-B-2-1of1 <span class="Folder">JTG-Robustness-FA-UC3-B-2-1of1_02-12-15_01</span>   |  Stress 56K from FORWARD on Sun Dec 15 01:30:30 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Successful Robustness UC3 B-2 run</bold></span>  |  &nbsp;  |  &nbsp;  |  99.99028  |  &nbsp;  |  &nbsp;  |  100.00000  |  99.8315352965951  |  2388  |  &nbsp;  |  8679  |  stress  |  100  |  132  |  132  |  132  |  2002-12-15_01:30:30  |  24:12  |  30:25  |  63:45  |  2002-12-15_07:40:14  |  
  |  122  |  JTG-Robustness-FA-UC3-B-1-1of1 <span class="Folder">JTG-Robustness-FA-UC3-B-1-1of1_02-12-15_03</span>   |  Baseline 56K from FORWARD on Sun Dec 15 03:14:57 Eastern Standard Time 2002  |  <span id="Baseline"> <bold>Successful Robustness UC3 B-1 run</bold></span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  base  |  100  |  132  |  132  |  132  |  2002-12-15_03:14:57  |  24:1  |  30:17  |  86:9  |  2002-12-15_09:48:53  |  
  |  123  |  JTG-Robustness-FA-UC3-C-2-1of1 <span class="Folder">JTG-Robustness-FA-UC3-C-2-1of1_02-12-15_05</span>   |  Stress 56K from FORWARD REAR on Sun Dec 15 05:23:48 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Successful Robustness UC3 C-2 run</bold></span>  |  &nbsp;  |  &nbsp;  |  100.00000  |  &nbsp;  |  &nbsp;  |  100.00000  |  99.0573372206025  |  2388  |  &nbsp;  |  8680  |  base  |  100  |  132  |  132  |  132  |  2002-12-15_05:23:48  |  26:0  |  34:56  |  69:54  |  2002-12-15_11:39:37  |  
  |  124  |  JTG-Robustness-FA-UC3-C-1-1of1 <span class="Folder">JTG-Robustness-FA-UC3-C-1-1of1_02-12-15_07</span>   |  Baseline 56K from FORWARD REAR on Sun Dec 15 07:14:41 Eastern Standard Time 2002  |  <span id="Baseline"> <bold>Successful Robustness UC3 C-1 run</bold></span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  base  |  100  |  132  |  132  |  132  |  2002-12-15_07:14:41  |  24:8  |  30:17  |  81:23  |  2002-12-15_13:44:24  |  
  |  125  |  JTG-Robustness-FA-UC3-A-2-1of1 <span class="Folder">JTG-Robustness-FA-UC3-A-2-1of1_02-12-15_09</span>   |  Stress 56K from FORWARD REAR NCA CONUS on Sun Dec 15 09:20:09 Eastern Standard Time 2002  |  <span id="Successful"> <bold>Successful Robustness UC3 A-2 run</bold></span>  |  &nbsp;  |  &nbsp;  |  99.99028  |  &nbsp;  |  &nbsp;  |  100.00000  |  99.4978455956199  |  2388  |  &nbsp;  |  8679  |  base  |  100  |  132  |  132  |  132  |  2002-12-15_09:20:09  |  24:46  |  33:40  |  68:57  |  2002-12-15_15:35:00  |  
  |  126  |  JTG-Robustness-FA-UC3-A-1-1of1 <span class="Folder">JTG-Robustness-FA-UC3-A-1-1of1_02-12-15_11</span>   |  Baseline 56K from FORWARD REAR NCA CONUS on Sun Dec 15 11:10:59 Eastern Standard Time 2002  |  <span id="Baseline"> <bold>Successful Robustness UC3 A-1 run</bold></span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  base  |  100  |  132  |  132  |  132  |  2002-12-15_11:10:59  |  23:13  |  31:48  |  84:11  |  2002-12-15_17:42:16  |  
